median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
6.18E+04,2.78E+00,2.40E+01,1.44E+03,3.51E+02,1.29E+03,3.42E+02,3.7930000000000000e+001 -1.2129000000000001e+002,
6.78E+04,2.16E+00,2.30E+01,1.49E+03,3.46E+02,1.22E+03,3.43E+02,3.7930000000000000e+001 -1.2128000000000000e+002,
6.16E+04,2.44E+00,3.00E+01,1.06E+03,2.30E+02,8.51E+02,1.95E+02,3.7920000000000002e+001 -1.2128000000000000e+002,
7.31E+04,3.11E+00,1.20E+01,1.10E+03,2.40E+02,1.18E+03,2.78E+02,3.7920000000000002e+001 -1.2129000000000001e+002,
6.59E+04,1.69E+00,3.10E+01,8.20E+02,1.79E+02,5.76E+02,1.55E+02,3.7909999999999997e+001 -1.2128000000000000e+002,
8.14E+04,2.47E+00,2.10E+01,1.56E+03,3.14E+02,1.14E+03,3.04E+02,3.7930000000000000e+001 -1.2131000000000000e+002,
7.39E+04,1.77E+00,2.80E+01,3.31E+03,7.66E+02,3.20E+03,7.20E+02,3.7920000000000002e+001 -1.2130000000000000e+002,
8.04E+04,1.20E+00,3.30E+01,4.50E+02,1.23E+02,2.36E+02,1.03E+02,3.7979999999999997e+001 -1.2123999999999999e+002,
6.72E+04,2.20E+00,4.70E+01,8.86E+02,1.96E+02,5.17E+02,1.88E+02,3.7969999999999999e+001 -1.2123999999999999e+002,
5.77E+04,2.88E+00,3.70E+01,1.18E+03,2.60E+02,9.51E+02,2.67E+02,3.7960000000000001e+001 -1.2123999999999999e+002,
5.72E+04,1.66E+00,3.70E+01,2.35E+03,5.64E+02,1.59E+03,5.49E+02,3.7960000000000001e+001 -1.2123000000000000e+002,
5.92E+04,1.55E+00,4.40E+01,2.20E+03,4.73E+02,1.28E+03,4.35E+02,3.7960000000000001e+001 -1.2123000000000000e+002,
8.92E+04,2.63E+00,3.60E+01,8.11E+02,1.68E+02,5.14E+02,1.52E+02,3.7950000000000003e+001 -1.2123000000000000e+002,
5.84E+04,2.40E+00,3.70E+01,1.51E+03,3.37E+02,1.12E+03,3.37E+02,3.7969999999999999e+001 -1.2122000000000000e+002,
5.64E+04,1.99E+00,3.00E+01,1.74E+03,3.81E+02,1.18E+03,3.47E+02,3.7960000000000001e+001 -1.2122000000000000e+002,
7.21E+04,2.63E+00,3.10E+01,1.48E+03,3.14E+02,1.16E+03,3.36E+02,3.7960000000000001e+001 -1.2122000000000000e+002,
6.60E+04,2.41E+00,1.90E+01,2.11E+03,4.27E+02,1.74E+03,4.26E+02,3.7920000000000002e+001 -1.2125000000000000e+002,
8.57E+04,1.90E+00,2.80E+01,5.90E+02,1.29E+02,3.15E+02,9.90E+01,3.7920000000000002e+001 -1.2123000000000000e+002,
2.26E+05,5.32E+00,1.70E+01,4.54E+03,7.62E+02,1.56E+03,7.43E+02,3.8000000000000000e+001 -1.2136000000000000e+002,
1.52E+05,3.67E+00,2.20E+01,3.56E+03,7.30E+02,1.54E+03,6.99E+02,3.8000000000000000e+001 -1.2134999999999999e+002,
1.24E+05,3.42E+00,6.00E+00,1.65E+03,3.69E+02,7.32E+02,3.50E+02,3.8000000000000000e+001 -1.2134999999999999e+002,
2.42E+05,1.00E+01,1.50E+01,2.43E+03,3.15E+02,1.02E+03,3.14E+02,3.8009999999999998e+001 -1.2137000000000000e+002,
9.44E+04,3.60E+00,1.50E+01,2.68E+03,5.99E+02,1.52E+03,6.01E+02,3.8009999999999998e+001 -1.2134999999999999e+002,
1.73E+05,4.02E+00,1.60E+01,9.26E+02,2.30E+02,4.51E+02,1.98E+02,3.8009999999999998e+001 -1.2136000000000000e+002,
8.71E+04,2.33E+00,1.60E+01,2.18E+03,6.67E+02,1.19E+03,5.79E+02,3.8009999999999998e+001 -1.2136000000000000e+002,
1.67E+05,4.53E+00,1.60E+01,1.08E+03,1.66E+02,5.07E+02,1.82E+02,3.8009999999999998e+001 -1.2136000000000000e+002,
1.75E+05,3.29E+00,1.70E+01,2.03E+03,4.52E+02,1.11E+03,4.46E+02,3.8009999999999998e+001 -1.2134000000000000e+002,
1.55E+05,5.32E+00,2.70E+01,1.61E+03,2.34E+02,6.30E+02,2.55E+02,3.8009999999999998e+001 -1.2133000000000000e+002,
1.29E+05,4.04E+00,3.20E+01,3.88E+03,6.87E+02,1.64E+03,6.47E+02,3.8000000000000000e+001 -1.2134000000000000e+002,
9.89E+04,3.29E+00,3.20E+01,4.47E+03,9.29E+02,2.18E+03,8.84E+02,3.8000000000000000e+001 -1.2133000000000000e+002,
1.52E+05,5.92E+00,3.60E+01,1.38E+03,2.07E+02,5.31E+02,2.03E+02,3.8009999999999998e+001 -1.2133000000000000e+002,
9.64E+04,2.68E+00,2.00E+01,1.90E+03,3.95E+02,9.19E+02,3.59E+02,3.8009999999999998e+001 -1.2131999999999999e+002,
1.03E+05,2.70E+00,3.60E+01,3.91E+02,7.40E+01,1.71E+02,7.90E+01,3.8009999999999998e+001 -1.2131999999999999e+002,
1.02E+05,2.01E+00,2.10E+01,1.80E+03,4.82E+02,1.11E+03,4.72E+02,3.8000000000000000e+001 -1.2131999999999999e+002,
8.75E+04,2.21E+00,2.20E+01,2.11E+03,5.21E+02,7.81E+02,4.83E+02,3.8000000000000000e+001 -1.2131999999999999e+002,
1.20E+05,3.14E+00,1.40E+01,3.73E+03,7.72E+02,1.68E+03,7.50E+02,3.8000000000000000e+001 -1.2133000000000000e+002,
1.76E+05,2.50E+00,1.50E+01,4.47E+03,1.08E+03,1.84E+03,9.76E+02,3.7990000000000002e+001 -1.2133000000000000e+002,
1.95E+05,3.96E+00,1.10E+01,4.49E+03,8.68E+02,2.20E+03,7.80E+02,3.7990000000000002e+001 -1.2134000000000000e+002,
2.35E+05,6.56E+00,1.40E+01,3.11E+03,4.98E+02,1.18E+03,5.25E+02,3.7990000000000002e+001 -1.2134000000000000e+002,
1.10E+05,1.37E+00,1.50E+01,3.10E+03,9.65E+02,3.06E+03,8.61E+02,3.7990000000000002e+001 -1.2131000000000000e+002,
9.46E+04,1.35E+00,2.00E+01,1.59E+03,5.89E+02,1.92E+03,5.36E+02,3.7979999999999997e+001 -1.2131999999999999e+002,
1.77E+05,5.14E+00,9.00E+00,2.37E+03,4.24E+02,1.13E+03,3.86E+02,3.7979999999999997e+001 -1.2133000000000000e+002,
1.50E+05,2.70E+00,1.00E+01,1.56E+03,3.97E+02,6.43E+02,3.47E+02,3.7979999999999997e+001 -1.2133000000000000e+002,
1.35E+05,4.26E+00,8.00E+00,1.80E+03,3.80E+02,6.84E+02,3.50E+02,3.7990000000000002e+001 -1.2136000000000000e+002,
1.92E+05,5.30E+00,8.00E+00,2.63E+03,4.28E+02,1.16E+03,3.93E+02,3.7979999999999997e+001 -1.2134000000000000e+002,
1.36E+05,4.30E+00,3.30E+01,2.85E+03,4.89E+02,1.11E+03,4.52E+02,3.8020000000000003e+001 -1.2133000000000000e+002,
1.34E+05,5.12E+00,3.00E+01,4.38E+03,6.89E+02,2.04E+03,7.09E+02,3.8020000000000003e+001 -1.2134000000000000e+002,
1.62E+05,3.18E+00,3.10E+01,1.47E+03,2.64E+02,6.08E+02,2.54E+02,3.8020000000000003e+001 -1.2133000000000000e+002,
1.20E+05,4.30E+00,3.70E+01,1.96E+03,3.15E+02,9.15E+02,3.35E+02,3.8020000000000003e+001 -1.2133000000000000e+002,
1.31E+05,4.41E+00,2.00E+01,4.21E+03,7.51E+02,2.07E+03,7.14E+02,3.8030000000000001e+001 -1.2134000000000000e+002,
1.31E+05,4.92E+00,1.90E+01,1.71E+03,2.91E+02,9.06E+02,2.88E+02,3.8030000000000001e+001 -1.2133000000000000e+002,
1.62E+05,5.54E+00,4.00E+00,2.48E+03,3.59E+02,1.23E+03,3.77E+02,3.8039999999999999e+001 -1.2136000000000000e+002,
1.59E+05,5.58E+00,5.00E+00,4.30E+03,6.13E+02,2.21E+03,6.21E+02,3.8039999999999999e+001 -1.2134999999999999e+002,
1.46E+05,3.72E+00,1.20E+01,6.22E+03,1.02E+03,3.77E+03,9.61E+02,3.8039999999999999e+001 -1.2134999999999999e+002,
1.48E+05,5.03E+00,9.00E+00,2.17E+03,3.70E+02,1.29E+03,3.51E+02,3.8039999999999999e+001 -1.2136000000000000e+002,
2.45E+05,5.61E+00,1.60E+01,6.67E+02,9.20E+01,2.67E+02,9.00E+01,3.8049999999999997e+001 -1.2134000000000000e+002,
1.46E+05,3.61E+00,1.60E+01,3.30E+03,5.65E+02,2.28E+03,5.76E+02,3.8039999999999999e+001 -1.2134000000000000e+002,
1.43E+05,4.65E+00,1.50E+01,1.93E+03,2.80E+02,9.65E+02,2.60E+02,3.8039999999999999e+001 -1.2133000000000000e+002,
1.27E+05,2.30E+00,1.00E+01,6.29E+02,1.40E+02,6.35E+02,1.46E+02,3.8030000000000001e+001 -1.2133000000000000e+002,
1.43E+05,4.88E+00,1.60E+01,4.05E+03,6.23E+02,1.86E+03,6.25E+02,3.8030000000000001e+001 -1.2131999999999999e+002,
1.46E+05,4.52E+00,1.50E+01,2.90E+03,4.40E+02,1.33E+03,4.23E+02,3.8039999999999999e+001 -1.2133000000000000e+002,
1.54E+05,5.19E+00,1.00E+01,1.42E+03,2.04E+02,6.57E+02,2.09E+02,3.8039999999999999e+001 -1.2133000000000000e+002,
1.56E+05,5.72E+00,8.00E+00,1.90E+03,2.55E+02,8.95E+02,2.42E+02,3.8030000000000001e+001 -1.2134999999999999e+002,
1.34E+05,4.99E+00,1.20E+01,2.71E+03,4.33E+02,1.20E+03,3.80E+02,3.8030000000000001e+001 -1.2134000000000000e+002,
1.32E+05,2.84E+00,1.60E+01,1.67E+03,3.11E+02,1.30E+03,2.59E+02,3.8020000000000003e+001 -1.2134999999999999e+002,
1.31E+05,4.17E+00,1.60E+01,3.16E+03,5.15E+02,1.60E+03,5.28E+02,3.8030000000000001e+001 -1.2134999999999999e+002,
1.39E+05,3.74E+00,1.40E+01,2.36E+03,4.38E+02,1.38E+03,4.81E+02,3.8030000000000001e+001 -1.2136000000000000e+002,
1.41E+05,3.43E+00,1.50E+01,3.58E+03,6.44E+02,2.18E+03,6.43E+02,3.8020000000000003e+001 -1.2134999999999999e+002,
2.06E+05,4.17E+00,5.00E+00,2.23E+03,5.43E+02,1.01E+03,4.74E+02,3.8020000000000003e+001 -1.2136000000000000e+002,
7.87E+04,3.57E+00,7.00E+00,3.46E+03,8.59E+02,1.52E+03,7.41E+02,3.8030000000000001e+001 -1.2136000000000000e+002,
9.28E+04,4.50E+00,3.00E+01,2.49E+02,4.40E+01,1.67E+02,4.50E+01,3.8039999999999999e+001 -1.2131999999999999e+002,
1.05E+05,3.74E+00,2.40E+01,3.05E+03,5.68E+02,1.74E+03,5.49E+02,3.8030000000000001e+001 -1.2131000000000000e+002,
9.84E+04,2.57E+00,2.50E+01,2.47E+03,5.13E+02,1.95E+03,5.24E+02,3.8030000000000001e+001 -1.2131999999999999e+002,
9.91E+04,3.54E+00,2.60E+01,2.85E+03,5.33E+02,1.54E+03,4.99E+02,3.8020000000000003e+001 -1.2131999999999999e+002,
1.10E+05,2.52E+00,1.80E+01,4.89E+03,1.01E+03,3.04E+03,9.97E+02,3.8030000000000001e+001 -1.2131000000000000e+002,
1.12E+05,1.97E+00,1.20E+01,4.04E+03,1.07E+03,3.44E+03,9.42E+02,3.8000000000000000e+001 -1.2129000000000001e+002,
1.05E+05,1.89E+00,2.30E+01,3.14E+03,7.07E+02,1.65E+03,6.80E+02,3.7990000000000002e+001 -1.2131000000000000e+002,
1.00E+05,1.78E+00,2.30E+01,3.71E+03,1.11E+03,3.79E+03,1.02E+03,3.8000000000000000e+001 -1.2130000000000000e+002,
1.00E+05,3.28E+00,2.90E+01,2.29E+03,4.49E+02,1.22E+03,4.35E+02,3.8009999999999998e+001 -1.2130000000000000e+002,
1.16E+05,2.65E+00,2.70E+01,2.92E+03,5.80E+02,1.34E+03,5.44E+02,3.8000000000000000e+001 -1.2130000000000000e+002,
1.08E+05,4.40E+00,3.50E+01,2.10E+03,3.51E+02,9.77E+02,3.58E+02,3.8000000000000000e+001 -1.2131000000000000e+002,
1.32E+05,3.98E+00,1.90E+01,9.08E+02,1.58E+02,3.06E+02,1.54E+02,3.8000000000000000e+001 -1.2131000000000000e+002,
9.21E+04,2.80E+00,2.40E+01,4.16E+03,9.51E+02,2.73E+03,8.79E+02,3.8020000000000003e+001 -1.2131000000000000e+002,
9.55E+04,3.99E+00,3.00E+01,2.55E+03,4.85E+02,1.55E+03,5.01E+02,3.8009999999999998e+001 -1.2130000000000000e+002,
1.05E+05,3.07E+00,2.30E+01,3.25E+03,6.89E+02,1.89E+03,6.68E+02,3.8020000000000003e+001 -1.2131999999999999e+002,
1.02E+05,2.83E+00,2.20E+01,2.10E+03,5.14E+02,1.30E+03,5.11E+02,3.8009999999999998e+001 -1.2131000000000000e+002,
9.05E+04,1.43E+00,2.20E+01,2.58E+03,6.80E+02,1.37E+03,6.45E+02,3.8009999999999998e+001 -1.2131000000000000e+002,
1.18E+05,4.02E+00,8.00E+00,2.67E+03,4.47E+02,1.71E+03,4.44E+02,3.8039999999999999e+001 -1.2130000000000000e+002,
1.03E+05,3.15E+00,1.30E+01,1.01E+03,2.00E+02,7.12E+02,1.97E+02,3.8030000000000001e+001 -1.2130000000000000e+002,
1.08E+05,4.02E+00,1.00E+01,1.41E+03,2.48E+02,7.82E+02,2.22E+02,3.8030000000000001e+001 -1.2130000000000000e+002,
9.73E+04,3.18E+00,1.60E+01,2.13E+03,4.41E+02,1.86E+03,4.59E+02,3.8039999999999999e+001 -1.2129000000000001e+002,
9.11E+04,2.27E+00,1.60E+01,4.36E+03,8.81E+02,1.63E+03,8.18E+02,3.8030000000000001e+001 -1.2129000000000001e+002,
9.41E+04,3.09E+00,1.10E+01,3.59E+03,7.29E+02,2.77E+03,7.15E+02,3.8030000000000001e+001 -1.2128000000000000e+002,
1.11E+05,2.58E+00,7.00E+00,2.02E+03,4.41E+02,1.62E+03,4.06E+02,3.8030000000000001e+001 -1.2129000000000001e+002,
1.07E+05,3.93E+00,1.10E+01,8.26E+02,1.50E+02,6.84E+02,1.66E+02,3.8030000000000001e+001 -1.2128000000000000e+002,
9.90E+04,2.54E+00,1.20E+01,2.01E+03,4.26E+02,1.85E+03,3.96E+02,3.8020000000000003e+001 -1.2129000000000001e+002,
1.06E+05,2.55E+00,1.60E+01,2.72E+03,6.21E+02,3.34E+03,6.43E+02,3.8020000000000003e+001 -1.2130000000000000e+002,
9.50E+04,2.50E+00,1.10E+01,2.87E+03,6.54E+02,1.40E+03,5.25E+02,3.8030000000000001e+001 -1.2130000000000000e+002,
8.75E+04,2.85E+00,4.00E+00,1.52E+03,3.84E+02,4.91E+02,3.48E+02,3.8020000000000003e+001 -1.2130000000000000e+002,
1.25E+05,2.38E+00,4.00E+00,1.39E+03,3.22E+02,1.78E+03,3.09E+02,3.8000000000000000e+001 -1.2129000000000001e+002,
1.38E+05,4.49E+00,2.00E+00,6.40E+03,1.12E+03,3.33E+03,9.57E+02,3.8009999999999998e+001 -1.2129000000000001e+002,
9.59E+04,3.17E+00,8.00E+00,1.87E+03,3.92E+02,1.26E+03,3.89E+02,3.8020000000000003e+001 -1.2128000000000000e+002,
1.21E+05,3.75E+00,1.00E+01,6.90E+01,1.60E+01,5.00E+01,2.00E+01,3.8009999999999998e+001 -1.2129000000000001e+002,
8.28E+04,3.41E+00,2.60E+01,3.78E+02,7.50E+01,1.64E+02,6.50E+01,3.8049999999999997e+001 -1.2127000000000000e+002,
1.55E+05,2.98E+00,3.20E+01,3.42E+02,5.80E+01,1.38E+02,5.20E+01,3.8020000000000003e+001 -1.2127000000000000e+002,
1.13E+05,1.15E+00,5.20E+01,1.22E+02,2.60E+01,6.20E+01,2.50E+01,3.8049999999999997e+001 -1.2130000000000000e+002,
1.07E+05,3.57E+00,2.50E+01,1.97E+03,3.62E+02,1.04E+03,3.61E+02,3.8049999999999997e+001 -1.2125000000000000e+002,
2.02E+05,4.99E+00,2.60E+01,3.08E+03,4.73E+02,1.26E+03,4.65E+02,3.8039999999999999e+001 -1.2125000000000000e+002,
1.13E+05,2.70E+00,1.60E+01,2.40E+03,5.01E+02,1.05E+03,5.57E+02,3.8009999999999998e+001 -1.2125000000000000e+002,
2.48E+05,6.18E+00,3.20E+01,1.83E+03,2.62E+02,6.77E+02,2.43E+02,3.8039999999999999e+001 -1.2123000000000000e+002,
2.13E+05,5.54E+00,4.20E+01,3.43E+02,5.00E+01,1.16E+02,4.90E+01,3.8039999999999999e+001 -1.2122000000000000e+002,
2.21E+05,6.66E+00,2.90E+01,2.47E+03,3.27E+02,8.59E+02,3.15E+02,3.8030000000000001e+001 -1.2125000000000000e+002,
1.62E+05,2.82E+00,3.50E+01,1.84E+03,3.00E+02,7.83E+02,2.85E+02,3.8000000000000000e+001 -1.2122000000000000e+002,
1.25E+05,2.43E+00,2.20E+01,1.53E+03,2.99E+02,7.90E+02,3.00E+02,3.8009999999999998e+001 -1.2123999999999999e+002,
1.35E+05,2.90E+00,2.10E+01,4.46E+02,7.30E+01,1.82E+02,5.70E+01,3.8000000000000000e+001 -1.2125000000000000e+002,
8.75E+04,2.33E+00,2.70E+01,4.29E+02,1.02E+02,1.79E+02,9.00E+01,3.7990000000000002e+001 -1.2126000000000001e+002,
1.27E+05,2.47E+00,2.50E+01,1.47E+03,3.00E+02,7.21E+02,3.04E+02,3.8000000000000000e+001 -1.2123999999999999e+002,
1.53E+05,5.57E+00,3.80E+01,5.23E+02,8.00E+01,2.26E+02,7.20E+01,3.7990000000000002e+001 -1.2123000000000000e+002,
1.81E+05,5.04E+00,2.70E+01,8.49E+02,1.37E+02,3.73E+02,1.31E+02,3.7979999999999997e+001 -1.2123000000000000e+002,
1.58E+05,6.06E+00,3.90E+01,4.40E+02,8.30E+01,2.70E+02,9.70E+01,3.7969999999999999e+001 -1.2120000000000000e+002,
1.77E+05,3.23E+00,3.50E+01,7.03E+02,1.17E+02,2.90E+02,1.07E+02,3.8039999999999999e+001 -1.2119000000000000e+002,
1.56E+05,1.47E+00,2.80E+01,2.53E+02,5.00E+01,2.01E+02,5.10E+01,3.8030000000000001e+001 -1.2116000000000000e+002,
1.25E+05,3.39E+00,4.40E+01,6.08E+02,1.08E+02,2.87E+02,8.30E+01,3.8020000000000003e+001 -1.2120000000000000e+002,
1.31E+05,2.47E+00,3.10E+01,2.45E+03,5.59E+02,1.46E+03,4.78E+02,3.7990000000000002e+001 -1.2118000000000001e+002,
1.30E+05,3.64E+00,2.80E+01,1.37E+03,2.48E+02,7.69E+02,2.29E+02,3.7969999999999999e+001 -1.2117000000000000e+002,
5.90E+04,2.80E+00,3.20E+01,2.08E+03,4.72E+02,1.34E+03,4.11E+02,3.7950000000000003e+001 -1.2123000000000000e+002,
9.97E+04,2.15E+00,2.70E+01,1.62E+03,3.63E+02,9.09E+02,3.45E+02,3.7930000000000000e+001 -1.2119000000000000e+002,
1.50E+05,1.13E+00,2.00E+01,2.68E+02,7.80E+01,7.70E+01,4.90E+01,3.7939999999999998e+001 -1.2123000000000000e+002,
1.21E+05,4.75E+00,2.10E+01,3.36E+02,6.80E+01,2.06E+02,7.30E+01,3.7930000000000000e+001 -1.2122000000000000e+002,
7.69E+04,2.87E+00,3.00E+01,1.06E+03,2.11E+02,6.29E+02,1.70E+02,3.7950000000000003e+001 -1.2122000000000000e+002,
1.47E+05,2.56E+00,3.50E+01,4.11E+02,7.40E+01,1.93E+02,5.90E+01,3.7960000000000001e+001 -1.2118000000000001e+002,
1.38E+05,2.63E+00,1.60E+01,5.00E+01,1.00E+01,2.00E+01,6.00E+00,3.7899999999999999e+001 -1.2123999999999999e+002,
1.58E+05,3.17E+00,4.20E+01,4.65E+02,9.30E+01,2.56E+02,9.30E+01,3.7880000000000003e+001 -1.2126000000000001e+002,
5.57E+04,9.61E-01,2.80E+01,3.71E+02,7.10E+01,1.71E+02,7.00E+01,3.7899999999999999e+001 -1.2128000000000000e+002,
8.36E+04,1.65E+00,4.30E+01,9.68E+02,2.49E+02,6.64E+02,2.40E+02,3.7880000000000003e+001 -1.2127000000000000e+002,
1.04E+05,2.95E+00,3.40E+01,1.01E+03,2.06E+02,6.78E+02,2.34E+02,3.7869999999999997e+001 -1.2127000000000000e+002,
1.25E+05,2.90E+00,3.80E+01,2.26E+02,4.40E+01,1.25E+02,3.80E+01,3.7899999999999999e+001 -1.2131000000000000e+002,
1.63E+05,5.75E+00,2.60E+01,1.61E+02,2.70E+01,1.54E+03,3.00E+01,3.7890000000000001e+001 -1.2129000000000001e+002,
1.03E+05,2.66E+00,2.90E+01,4.88E+02,1.08E+02,3.08E+02,1.15E+02,3.7869999999999997e+001 -1.2129000000000001e+002,
1.63E+05,3.65E+00,4.90E+01,9.80E+01,2.40E+01,5.90E+01,2.60E+01,3.7869999999999997e+001 -1.2123000000000000e+002,
1.63E+05,2.29E+00,3.10E+01,1.86E+03,3.94E+02,1.85E+03,2.93E+02,3.7939999999999998e+001 -1.2148999999999999e+002,
1.56E+05,2.68E+00,4.40E+01,1.16E+03,2.26E+02,1.09E+03,2.24E+02,3.7880000000000003e+001 -1.2138000000000000e+002,
1.24E+05,2.26E+00,1.30E+01,3.19E+03,7.15E+02,1.77E+03,6.26E+02,3.8130000000000003e+001 -1.2147000000000000e+002,
9.63E+04,2.03E+00,3.50E+01,1.51E+03,3.13E+02,8.68E+02,2.83E+02,3.8219999999999999e+001 -1.2142000000000000e+002,
1.86E+05,4.36E+00,4.20E+01,2.05E+03,3.34E+02,8.78E+02,3.18E+02,3.8149999999999999e+001 -1.2136000000000000e+002,
2.41E+05,3.50E+00,1.40E+01,2.05E+03,3.98E+02,1.07E+03,3.69E+02,3.8159999999999997e+001 -1.2131999999999999e+002,
1.87E+05,5.59E+00,5.00E+00,3.14E+03,5.01E+02,1.33E+03,4.67E+02,3.8130000000000003e+001 -1.2131999999999999e+002,
1.47E+05,5.51E+00,3.20E+01,1.71E+03,2.92E+02,9.23E+02,2.84E+02,3.8090000000000003e+001 -1.2134999999999999e+002,
1.30E+05,3.93E+00,5.00E+00,5.43E+03,9.94E+02,2.73E+03,9.02E+02,3.8149999999999999e+001 -1.2131999999999999e+002,
1.78E+05,3.95E+00,2.20E+01,3.93E+02,5.80E+01,1.34E+02,5.70E+01,3.8119999999999997e+001 -1.2123000000000000e+002,
2.03E+05,3.63E+00,4.80E+01,5.61E+02,8.10E+01,2.40E+02,6.90E+01,3.8109999999999999e+001 -1.2123000000000000e+002,
2.30E+05,6.46E+00,2.30E+01,6.33E+02,9.10E+01,2.36E+02,8.30E+01,3.8090000000000003e+001 -1.2123000000000000e+002,
1.55E+05,2.06E+00,3.50E+01,9.30E+02,1.86E+02,5.25E+02,2.01E+02,3.8090000000000003e+001 -1.2126000000000001e+002,
1.75E+05,2.07E+00,3.10E+01,3.35E+02,5.30E+01,1.54E+02,5.50E+01,3.8090000000000003e+001 -1.2130000000000000e+002,
2.05E+05,3.19E+00,2.10E+01,1.19E+03,2.07E+02,5.33E+02,2.13E+02,3.8070000000000000e+001 -1.2129000000000001e+002,
1.53E+05,3.06E+00,2.80E+01,2.10E+03,4.22E+02,1.17E+03,3.91E+02,3.8070000000000000e+001 -1.2125000000000000e+002,
1.27E+05,3.88E+00,2.70E+01,8.36E+02,1.32E+02,3.03E+02,1.33E+02,3.8140000000000001e+001 -1.2129000000000001e+002,
1.21E+05,3.21E+00,1.70E+01,3.51E+03,6.96E+02,1.87E+03,7.09E+02,3.8140000000000001e+001 -1.2130000000000000e+002,
1.02E+05,3.23E+00,3.40E+01,2.77E+03,5.44E+02,1.41E+03,5.35E+02,3.8140000000000001e+001 -1.2129000000000001e+002,
1.11E+05,2.52E+00,3.40E+01,1.50E+03,3.37E+02,6.74E+02,2.82E+02,3.8140000000000001e+001 -1.2129000000000001e+002,
1.14E+05,2.39E+00,3.10E+01,1.01E+03,2.12E+02,4.53E+02,1.95E+02,3.8130000000000003e+001 -1.2129000000000001e+002,
1.17E+05,2.89E+00,2.70E+01,1.00E+03,1.92E+02,4.70E+02,1.92E+02,3.8130000000000003e+001 -1.2130000000000000e+002,
1.32E+05,3.23E+00,2.30E+01,2.86E+03,5.04E+02,1.30E+03,4.99E+02,3.8130000000000003e+001 -1.2130000000000000e+002,
1.75E+05,4.88E+00,2.30E+01,4.18E+03,6.33E+02,1.89E+03,6.28E+02,3.8149999999999999e+001 -1.2129000000000001e+002,
9.95E+04,3.40E+00,3.70E+01,3.28E+03,6.23E+02,1.43E+03,5.75E+02,3.8140000000000001e+001 -1.2128000000000000e+002,
8.69E+04,2.29E+00,3.30E+01,3.56E+03,8.94E+02,2.66E+03,8.94E+02,3.8140000000000001e+001 -1.2127000000000000e+002,
1.38E+05,2.13E+00,4.00E+01,9.29E+02,2.57E+02,5.76E+02,2.29E+02,3.8140000000000001e+001 -1.2127000000000000e+002,
1.29E+05,4.12E+00,3.80E+01,2.80E+03,5.00E+02,1.22E+03,5.09E+02,3.8140000000000001e+001 -1.2128000000000000e+002,
1.43E+05,4.06E+00,4.80E+01,1.89E+03,3.33E+02,8.04E+02,3.52E+02,3.8130000000000003e+001 -1.2128000000000000e+002,
1.14E+05,2.20E+00,5.20E+01,1.08E+03,2.57E+02,4.37E+02,2.25E+02,3.8130000000000003e+001 -1.2127000000000000e+002,
9.82E+04,2.18E+00,4.00E+01,2.40E+03,5.09E+02,1.20E+03,4.86E+02,3.8130000000000003e+001 -1.2127000000000000e+002,
1.25E+05,2.54E+00,3.20E+01,3.37E+03,6.76E+02,1.92E+03,6.97E+02,3.8130000000000003e+001 -1.2128000000000000e+002,
1.11E+05,2.82E+00,3.40E+01,3.27E+03,6.40E+02,1.91E+03,6.28E+02,3.8119999999999997e+001 -1.2128000000000000e+002,
1.08E+05,2.49E+00,4.40E+01,2.36E+03,4.82E+02,1.04E+03,4.43E+02,3.8119999999999997e+001 -1.2127000000000000e+002,
1.55E+05,5.00E+00,2.00E+01,3.17E+03,5.14E+02,1.39E+03,4.90E+02,3.8130000000000003e+001 -1.2129000000000001e+002,
1.54E+05,5.05E+00,2.60E+01,2.26E+03,3.60E+02,9.37E+02,3.72E+02,3.8130000000000003e+001 -1.2130000000000000e+002,
1.33E+05,3.96E+00,1.80E+01,1.53E+03,2.75E+02,7.41E+02,2.63E+02,3.8119999999999997e+001 -1.2129000000000001e+002,
2.29E+05,7.69E+00,1.10E+01,1.79E+03,2.52E+02,7.67E+02,2.63E+02,3.8119999999999997e+001 -1.2130000000000000e+002,
1.72E+05,4.20E+00,5.00E+00,5.98E+03,1.19E+03,2.68E+03,1.08E+03,3.8109999999999999e+001 -1.2130000000000000e+002,
1.03E+05,2.45E+00,1.10E+01,3.16E+03,7.94E+02,2.11E+03,7.62E+02,3.8109999999999999e+001 -1.2127000000000000e+002,
1.37E+05,3.88E+00,1.00E+01,2.97E+03,5.88E+02,1.56E+03,5.68E+02,3.8109999999999999e+001 -1.2128000000000000e+002,
1.20E+05,3.87E+00,1.50E+01,2.04E+03,3.84E+02,1.18E+03,3.75E+02,3.8109999999999999e+001 -1.2127000000000000e+002,
1.33E+05,2.56E+00,1.30E+01,2.43E+03,5.86E+02,1.44E+03,6.06E+02,3.8100000000000001e+001 -1.2128000000000000e+002,
1.63E+05,3.77E+00,1.40E+01,1.55E+03,2.97E+02,7.85E+02,2.81E+02,3.8100000000000001e+001 -1.2129000000000001e+002,
7.07E+04,1.92E+00,3.90E+01,2.61E+03,6.34E+02,1.86E+03,6.54E+02,3.8130000000000003e+001 -1.2127000000000000e+002,
8.78E+04,2.56E+00,3.70E+01,2.23E+03,5.04E+02,1.46E+03,4.71E+02,3.8119999999999997e+001 -1.2127000000000000e+002,
